type	id	chrom	strand	Up-stream Exon	Cassette Exon	Down-stream Exon	4th Exon	Transcrtip IDs	Region
CAS	chr19:+:ZNF540:CAS:0	chr19	+	38090527:38090653	38091911:38092006	38102414:38105079	N/A	NM_001172226,NM_001172225;NM_001172226,NM_152606	chr19:38090527-38105079
CAS	chr19:+:ZNF542P:CAS:0	chr19	+	56880235:56880305	56880648:56880706	56884526:56884652	N/A	NR_024056,NR_003127;NR_024056,NR_024055;NR_024057,NR_003127;NR_024057,NR_024055;NR_033418,NR_003127;NR_033418,NR_024055	chr19:56880235-56884652
CAS	chr19:+:ZNF548:CAS:0	chr19	+	57901218:57901482	57905556:57905591	57908416:57908542	N/A	NM_152909,NM_001172773	chr19:57901218-57908542
CAS	chr19:+:ZNF549:CAS:0	chr19	+	58038693:58038974	58042438:58042476	58046512:58046638	N/A	NM_153263,NM_001199295	chr19:58038693-58046638
CAS	chr19:+:ZNF559-ZNF177:CAS:0	chr19	+	9475538:9475624	9482286:9482428	9486992:9487099	N/A	NM_001172650,NM_001202425	chr19:9475538-9487099
CAS	chr19:-:ZNF571:CAS:0	chr19	-	38085642:38085693	38085121:38085220	38077569:38077646	N/A	NM_016536,NM_001290314	chr19:38077569-38085693
CAS	chr19:+:ZNF571-AS1:CAS:0	chr19	+	38060752:38060898	38074384:38074735	38076240:38078248	N/A	NR_038248,NR_038247;NR_038249,NR_038247;NR_038250,NR_038247	chr19:38060752-38078248
CAS	chr19:+:ZNF610:CAS:0	chr19	+	52856935:52857061	52857504:52857632	52868951:52870376	N/A	NM_001161427,NM_001161425;NM_001161427,NM_001161426;NM_001161427,NM_173530	chr19:52856935-52870376
CAS	chr19:-:ZNF611:CAS:0	chr19	-	53219085:53219166	53217268:53217394	53206066:53210117	N/A	NM_001161501,NM_001161499;NM_001161501,NM_001161500;NM_001161501,NM_030972	chr19:53206066-53219166
CAS	chr19:-:ZNF611:CAS:1	chr19	-	53231983:53232084	53219364:53219486	53219085:53219166	N/A	NM_001161499,NM_030972;NM_001161500,NM_030972;NM_001161501,NM_030972	chr19:53219085-53232084
CAS	chr19:+:ZNF613:CAS:0	chr19	+	52430688:52430793	52431148:52431247	52432985:52433149	N/A	NM_001031721,NM_024840	chr19:52430688-52433149
CAS	chr19:+:ZNF613:CAS:1	chr19	+	52432985:52433149	52439281:52439488	52443462:52443588	N/A	NM_024840,NM_001031721	chr19:52432985-52443588
CAS	chr19:-:ZNF615:CAS:0	chr19	-	52505066:52505161	52503599:52503631	52494587:52498090	N/A	NM_198480,NM_001199324	chr19:52494587-52505161
CAS	chr19:-:ZNF772:CAS:0	chr19	-	57987028:57987154	57986392:57986514	57980954:57985789	N/A	NM_001144068,NM_001024596	chr19:57980954-57987154
CAS	chr19:-:ZNF780A:CAS:0	chr19	-	40596073:40596142	40595167:40595321	40590652:40590705	N/A	NM_001010880,NM_001142579;NM_001142577,NM_001142579;NM_001142578,NM_001142579	chr19:40590652-40596142
CAS	chr19:+:ZNF790-AS1:CAS:0	chr19	+	37314633:37314723	37316282:37316424	37318552:37319013	N/A	NR_040028,NR_040027	chr19:37314633-37319013
CAS	chr19:+:ZNF805:CAS:0	chr19	+	57752053:57752289	57755291:57755417	57759973:57760068	N/A	NM_001145078,NM_001023563	chr19:57752053-57760068
CAS	chr19:-:ZNF850:CAS:0	chr19	-	37253207:37253333	37252545:37252640	37234380:37241706	N/A	NM_001267779,NM_001193552	chr19:37234380-37253333
CAS	chr20:+:ACSS2:CAS:0	chr20	+	33502126:33502240	33503021:33503059	33507238:33507375	N/A	NM_001242393,NM_001076552;NM_018677,NM_001076552	chr20:33502126-33507375
CAS	chr20:-:ADAM33:CAS:0	chr20	-	3652228:3652426	3652066:3652143	3651884:3651992	N/A	NM_153202,NM_001282447;NM_153202,NM_025220	chr20:3651884-3652426
CAS	chr20:+:ADRM1:CAS:0	chr20	+	60878624:60878837	60879517:60879633	60881253:60881376	N/A	NM_001281437,NM_007002;NM_001281437,NM_175573;NM_001281438,NM_007002;NM_001281438,NM_175573	chr20:60878624-60881376
CAS	chr20:+:ANKEF1:CAS:0	chr20	+	10015697:10015981	10016227:10016290	10018906:10019295	N/A	NM_198798,NM_022096	chr20:10015697-10019295
CAS	chr20:+:BPIFA3:CAS:0	chr20	+	31811617:31811767	31812161:31812268	31812904:31813053	N/A	NM_001042439,NM_178466	chr20:31811617-31813053
CAS	chr20:+:CASS4:CAS:0	chr20	+	55025655:55025735	55026875:55028185	55033396:55034396	N/A	NM_001164115,NM_001164114;NM_001164115,NM_001164116;NM_001164115,NM_020356	chr20:55025655-55034396
A5SS	chr20:+:CASS4:A5SS:0	chr20	+	55012220:55012480	55012220:55012642	55020956:55021057	N/A	NM_001164114,NM_001164115;NM_001164114,NM_001164116;NM_001164114,NM_020356	chr20:55012220-55021057
CAS	chr20:+:CD40:CAS:0	chr20	+	44751765:44751858	44755279:44755340	44756777:44756863	N/A	NM_152854,NM_001250	chr20:44751765-44756863
CAS	chr20:+:CDC25B:CAS:0	chr20	+	3781109:3781145	3781390:3781512	3781618:3781740	N/A	NM_001287522,NM_001287516;NM_001287522,NM_001287517;NM_001287522,NM_001287518;NM_001287522,NM_001287519;NM_001287522,NM_001287520;NM_001287522,NM_004358;NM_001287522,NM_021873;NM_001287524,NM_001287516;NM_001287524,NM_001287517;NM_001287524,NM_001287518;NM_001287524,NM_001287519;NM_001287524,NM_001287520;NM_001287524,NM_004358;NM_001287524,NM_021873;NM_021872,NM_001287516;NM_021872,NM_001287517;NM_021872,NM_001287518;NM_021872,NM_001287519;NM_021872,NM_001287520;NM_021872,NM_004358;NM_021872,NM_021873	chr20:3781109-3781740
CAS	chr20:+:CDC25B:CAS:1	chr20	+	3781901:3782035	3782369:3782449	3782571:3782747	N/A	NM_001287518,NM_001287516;NM_001287518,NM_001287517;NM_001287518,NM_001287519;NM_001287518,NM_001287520;NM_001287518,NM_001287522;NM_001287518,NM_001287524;NM_001287518,NM_004358;NM_001287518,NM_021872;NM_001287518,NM_021873	chr20:3781901-3782747
CAS	chr20:-:CDK5RAP1:CAS:0	chr20	-	31973456:31973576	31967267:31967497	31961921:31962018	N/A	NM_001278168,NM_001278167;NM_001278168,NM_001278169;NM_001278168,NM_016082;NM_001278168,NM_016408	chr20:31961921-31973576
CAS	chr20:+:CNBD2:CAS:0	chr20	+	34599059:34599179	34611536:34611693	34618279:34618622	N/A	NM_001207076,NM_080834	chr20:34599059-34618622
CAS	chr20:+:CSE1L:CAS:0	chr20	+	47686742:47686834	47688823:47688990	47689105:47689234	N/A	NM_001256135,NM_001316;NM_001256135,NR_045796	chr20:47686742-47689234
CAS	chr20:-:CST11:CAS:0	chr20	-	23433221:23433482	23432453:23432557	23431041:23431226	N/A	NM_080830,NM_130794	chr20:23431041-23433482
CAS	chr20:+:CTNNBL1:CAS:0	chr20	+	36322357:36322554	36355704:36355804	36361281:36361469	N/A	NM_030877,NM_001281495	chr20:36322357-36361469
CAS	chr20:+:CTSA:CAS:0	chr20	+	44520555:44520666	44520912:44520962	44521037:44521123	N/A	NM_001167594,NM_000308;NM_001167594,NM_001127695	chr20:44520555-44521123
CAS	chr20:-:CYP24A1:CAS:0	chr20	-	52774625:52774703	52773927:52774124	52773708:52773828	N/A	NM_001128915,NM_000782	chr20:52773708-52774703
CAS	chr20:+:DHX35:CAS:0	chr20	+	37597724:37597857	37601202:37601294	37612342:37612419	N/A	NM_001190809,NM_021931;NM_001190809,NR_033905	chr20:37597724-37612419
CAS	chr20:+:DNMT3B:CAS:0	chr20	+	31380432:31380576	31381342:31381401	31383215:31383340	N/A	NM_001207055,NM_006892;NM_001207056,NM_006892;NM_175848,NM_006892;NM_175849,NM_006892;NM_175850,NM_006892	chr20:31380432-31383340
CAS	chr20:+:DSTN:CAS:0	chr20	+	17550599:17550856	17572577:17572708	17581383:17581690	N/A	NM_006870,NM_001011546	chr20:17550599-17581690
CAS	chr20:+:ENTPD6:CAS:0	chr20	+	25176339:25176503	25187158:25187226	25187712:25188033	N/A	NM_001114089,NM_001247	chr20:25176339-25188033
CAS	chr20:+:EPB41L1:CAS:0	chr20	+	34782134:34782282	34783251:34783286	34785781:34785963	N/A	NM_001258330,NM_001258329;NM_001258330,NM_012156;NM_001258331,NM_001258329;NM_001258331,NM_012156;NM_177996,NM_001258329;NM_177996,NM_012156	chr20:34782134-34785963
CAS	chr20:+:EPB41L1:CAS:1	chr20	+	34785781:34785963	34797410:34797820	34800194:34800298	N/A	NM_001258330,NM_001258329;NM_001258330,NM_001258331;NM_001258330,NM_012156;NM_001258330,NM_177996	chr20:34785781-34800298
CAS	chr20:+:ERGIC3:CAS:0	chr20	+	34136561:34136618	34142143:34142157	34142815:34142846	N/A	NM_015966,NM_198398	chr20:34136561-34142846
CAS	chr20:-:FLRT3:CAS:0	chr20	-	14318050:14318313	14309780:14309973	14304639:14308204	N/A	NM_013281,NM_198391	chr20:14304639-14318313
CAS	chr20:+:ITCH:CAS:0	chr20	+	32981597:32981687	32996457:32996598	33000321:33000445	N/A	NM_001257138,NM_001257137;NM_001257138,NM_031483	chr20:32981597-33000445
CAS	chr20:+:ITCH:CAS:1	chr20	+	33001548:33001685	33004923:33005045	33012286:33012331	N/A	NM_001257138,NM_001257137;NM_031483,NM_001257137	chr20:33001548-33012331
CAS	chr20:-:KIF16B:CAS:0	chr20	-	16359450:16360808	16354902:16355054	16352310:16352406	N/A	NM_001199865,NM_001199866;NM_001199865,NM_024704	chr20:16352310-16360808
CAS	chr20:+:LAMP5:CAS:0	chr20	+	9496100:9496272	9496647:9496778	9496903:9497008	N/A	NM_001199897,NM_012261	chr20:9496100-9497008
CAS	chr20:-:LOC102723483:CAS:0	chr20	-	47662397:47662593	47659687:47659909	47657000:47657147	N/A	NR_110625,NR_110624	chr20:47657000-47662593
CAS	chr20:-:LOC284788:CAS:0	chr20	-	22400598:22401281	22387267:22387350	22381964:22382100	N/A	NR_027090,NR_027089	chr20:22381964-22401281
CAS	chr20:+:MACROD2:CAS:0	chr20	+	16021846:16021923	16025216:16025284	16030475:16033841	N/A	NM_080676,NM_001033087	chr20:16021846-16033841
CAS	chr20:+:MANBAL:CAS:0	chr20	+	35918051:35918089	35927166:35927282	35929611:35929816	N/A	NM_001003897,NM_022077	chr20:35918051-35929816
CAS	chr20:-:MKKS:CAS:0	chr20	-	10401176:10401406	10393178:10394579	10389276:10389451	N/A	NR_072977,NM_018848;NR_072977,NM_170784	chr20:10389276-10401406
CAS	chr20:-:MROH8:CAS:0	chr20	-	35786263:35786358	35783466:35783570	35776177:35776312	N/A	NM_213632,NM_152503;NM_213632,NM_213631	chr20:35776177-35786358
CAS	chr20:+:MYBL2:CAS:0	chr20	+	42302446:42302539	42310424:42310495	42311434:42311526	N/A	NM_001278610,NM_002466	chr20:42302446-42311526
CAS	chr20:+:MYL9:CAS:0	chr20	+	35173262:35173471	35176435:35176596	35177480:35178226	N/A	NM_181526,NM_006097	chr20:35173262-35178226
CAS	chr20:+:NAA20:CAS:0	chr20	+	20007428:20007563	20013152:20013297	20013746:20014273	N/A	NM_181528,NM_016100;NM_181528,NM_181527	chr20:20007428-20014273
CAS	chr20:-:NCOA6:CAS:0	chr20	-	33334611:33334732	33328167:33331145	33324494:33324562	N/A	NM_001242539,NM_014071	chr20:33324494-33334732
CAS	chr20:+:NDUFAF5:CAS:0	chr20	+	13789488:13789548	13795064:13795161	13797109:13797192	N/A	NM_001039375,NR_029377;NM_024120,NR_029377	chr20:13789488-13797192
CAS	chr20:-:NFATC2:CAS:0	chr20	-	50048604:50049293	50015180:50015267	50003494:50007988	N/A	NM_001258292,NM_001136021;NM_001258292,NM_001258294;NM_001258292,NM_001258296;NM_001258292,NM_012340;NM_001258295,NM_001136021;NM_001258295,NM_001258294;NM_001258295,NM_001258296;NM_001258295,NM_012340;NM_001258297,NM_001136021;NM_001258297,NM_001258294;NM_001258297,NM_001258296;NM_001258297,NM_012340;NM_173091,NM_001136021;NM_173091,NM_001258294;NM_173091,NM_001258296;NM_173091,NM_012340	chr20:50003494-50049293
CAS	chr20:+:NNAT:CAS:0	chr20	+	36149607:36149805	36150760:36150840	36151069:36152090	N/A	NM_181689,NM_005386	chr20:36149607-36152090
CAS	chr20:+:OSBPL2:CAS:0	chr20	+	60838672:60838747	60839685:60839774	60847181:60847315	N/A	NM_014835,NM_001278649;NM_144498,NM_001278649	chr20:60838672-60847315
CAS	chr20:+:OSBPL2:CAS:1	chr20	+	60861639:60861767	60864263:60864386	60866759:60866849	N/A	NM_001278649,NM_014835;NM_001278649,NM_144498	chr20:60861639-60866849
CAS	chr20:-:PAK7:CAS:0	chr20	-	9819410:9819687	9799328:9799433	9691934:9692083	N/A	NM_177990,NM_020341	chr20:9691934-9819687
CAS	chr20:+:PHACTR3:CAS:0	chr20	+	58330237:58330419	58342241:58342450	58348334:58348508	N/A	NM_183246,NM_001199505;NM_183246,NM_001199506;NM_183246,NM_001281507;NM_183246,NM_080672;NM_183246,NM_183244	chr20:58330237-58348508
CAS	chr20:+:PIGT:CAS:0	chr20	+	44049168:44049333	44050023:44050223	44052856:44053021	N/A	NM_001184729,NM_001184728;NM_001184729,NM_001184730;NM_001184729,NM_015937;NM_001184729,NR_047691;NM_001184729,NR_047692;NM_001184729,NR_047693;NM_001184729,NR_047694;NM_001184729,NR_047695	chr20:44049168-44053021
CAS	chr20:+:PKIG:CAS:0	chr20	+	43218438:43218507	43227257:43227531	43243175:43243348	N/A	NM_001281445,NM_001281444;NM_007066,NM_001281444;NM_181804,NM_001281444;NM_181805,NM_001281444	chr20:43218438-43243348
CAS	chr20:+:PLCB1:CAS:0	chr20	+	8770822:8770908	8782703:8782820	8862269:8865547	N/A	NM_015192,NM_182734	chr20:8770822-8865547
CAS	chr20:+:PLCB4:CAS:0	chr20	+	9382137:9382237	9385960:9385995	9388564:9388705	N/A	NM_000933,NM_001172646;NM_182797,NM_001172646	chr20:9382137-9388705
CAS	chr20:+:PLCB4:CAS:1	chr20	+	9453926:9454012	9457364:9457400	9459568:9461462	N/A	NM_001172646,NM_000933;NM_182797,NM_000933	chr20:9453926-9461462
CAS	chr20:+:POLR3F:CAS:0	chr20	+	18449588:18449705	18451948:18452009	18453486:18453553	N/A	NM_001282526,NR_104209;NM_006466,NR_104209	chr20:18449588-18453553
CAS	chr20:+:PPP1R16B:CAS:0	chr20	+	37531311:37531435	37534612:37534737	37535622:37535697	N/A	NM_001172735,NM_015568	chr20:37531311-37535697
CAS	chr20:-:PTK6:CAS:0	chr20	-	62168438:62168723	62166291:62166412	62165505:62165668	N/A	NM_001256358,NM_005975	chr20:62165505-62168723
CAS	chr20:+:PTPN1:CAS:0	chr20	+	49126858:49127127	49177900:49177990	49181506:49181606	N/A	NM_001278618,NM_002827	chr20:49126858-49181606
CAS	chr20:+:PTPRA:CAS:0	chr20	+	2928628:2928670	2936255:2936344	2944918:2944996	N/A	NM_002836,NM_080841;NM_080840,NM_080841	chr20:2928628-2944996
CAS	chr20:+:PTPRA:CAS:1	chr20	+	2945507:2945848	2955861:2955887	2967411:2967495	N/A	NM_080840,NM_002836;NM_080841,NM_002836	chr20:2945507-2967495
CAS	chr20:-:PTPRT:CAS:0	chr20	-	40911129:40911165	40899037:40899093	40877327:40877462	N/A	NM_007050,NM_133170	chr20:40877327-40911165
CAS	chr20:-:PXMP4:CAS:0	chr20	-	32302480:32302542	32298361:32298559	32290550:32295775	N/A	NM_183397,NM_007238	chr20:32290550-32302542
CAS	chr20:+:RALY:CAS:0	chr20	+	32661369:32661441	32661625:32661672	32663680:32663846	N/A	NM_007367,NM_016732	chr20:32661369-32663846
CAS	chr20:-:RALY-AS1:CAS:0	chr20	-	32582011:32582173	32580866:32580956	32580294:32580711	N/A	NR_109886,NR_109885	chr20:32580294-32582173
CAS	chr20:+:RBCK1:CAS:0	chr20	+	388709:389423	390525:390669	398170:398263	N/A	NM_006462,NM_031229	chr20:388709-398263
CAS	chr20:+:RBM38:CAS:0	chr20	+	55966454:55966874	55967453:55967548	55967710:55967833	N/A	NM_017495,NM_001291780;NM_183425,NM_001291780	chr20:55966454-55967833
CAS	chr20:+:RBM38:CAS:1	chr20	+	55967710:55967833	55968335:55968389	55982599:55984386	N/A	NM_183425,NM_001291780;NM_183425,NM_017495	chr20:55967710-55984386
CAS	chr20:-:RBM39:CAS:0	chr20	-	34319863:34320057	34317384:34317449	34317234:34317287	N/A	NM_001242599,NM_004902;NM_001242599,NM_184234;NM_001242599,NR_040722;NM_001242599,NR_040723;NM_001242599,NR_040724;NM_001242600,NM_004902;NM_001242600,NM_184234;NM_001242600,NR_040722;NM_001242600,NR_040723;NM_001242600,NR_040724	chr20:34317234-34320057
CAS	chr20:-:RBM39:CAS:1	chr20	-	34326890:34326939	34322108:34322179	34319863:34320057	N/A	NM_001242599,NR_040723;NM_001242600,NR_040723;NM_004902,NR_040723;NM_184234,NR_040723;NR_040722,NR_040723;NR_040724,NR_040723	chr20:34319863-34326939
CAS	chr20:-:RBM39:CAS:2	chr20	-	34328746:34328809	34328447:34328519	34326890:34326939	N/A	NM_001242599,NR_040722;NM_001242599,NR_040724;NM_001242600,NR_040722;NM_001242600,NR_040724;NM_004902,NR_040722;NM_004902,NR_040724;NM_184234,NR_040722;NM_184234,NR_040724;NR_040723,NR_040722;NR_040723,NR_040724	chr20:34326890-34328809
CAS	chr20:+:RPN2:CAS:0	chr20	+	35812583:35812776	35826800:35826895	35827453:35827628	N/A	NM_001135771,NM_002951	chr20:35812583-35827628
CAS	chr20:+:RPN2:CAS:1	chr20	+	35864983:35865112	35866805:35866852	35869706:35870025	N/A	NM_002951,NM_001135771	chr20:35864983-35870025
CAS	chr20:-:RRBP1:CAS:0	chr20	-	17662673:17662928	17660644:17660720	17640625:17641173	N/A	NM_004587,NM_001042576	chr20:17640625-17662928
CAS	chr20:-:RSPO4:CAS:0	chr20	-	947817:947957	944578:944763	939096:941109	N/A	NM_001040007,NM_001029871	chr20:939096-947957
CAS	chr20:+:RTFDC1:CAS:0	chr20	+	55043641:55043822	55047382:55047471	55048357:55048451	N/A	NM_001283036,NM_001283035;NM_001283037,NM_001283035;NM_016407,NM_001283035	chr20:55043641-55048451
CAS	chr20:+:SDCBP2-AS1:CAS:0	chr20	+	1353722:1353822	1355128:1355342	1357442:1359379	N/A	NR_040047,NR_040048;NR_040049,NR_040048	chr20:1353722-1359379
CAS	chr20:-:SEL1L2:CAS:0	chr20	-	13845813:13845887	13839908:13840080	13830837:13830965	N/A	NM_001271539,NR_073206;NM_001271539,NR_073207	chr20:13830837-13845887
CAS	chr20:-:SEL1L2:CAS:1	chr20	-	13847348:13847496	13845995:13846160	13845813:13845887	N/A	NM_001271539,NR_073206;NR_073207,NR_073206	chr20:13845813-13847496
CAS	chr20:-:SEL1L2:CAS:2	chr20	-	13899667:13899769	13895767:13895887	13894428:13894590	N/A	NM_001271539,NR_073206;NR_073207,NR_073206	chr20:13894428-13899769
CAS	chr20:-:SLC13A3:CAS:0	chr20	-	45217799:45217894	45216698:45216802	45212211:45212308	N/A	NM_001193340,NM_001011554;NM_001193340,NM_001193339;NM_001193340,NM_001193342;NM_001193340,NM_022829	chr20:45212211-45217894
CAS	chr20:-:SLC13A3:CAS:1	chr20	-	45239085:45239248	45228610:45228676	45224796:45224981	N/A	NM_001193339,NM_001011554;NM_001193339,NM_001193340;NM_001193339,NM_001193342;NM_001193339,NM_022829	chr20:45224796-45239248
CAS	chr20:-:SLMO2:CAS:0	chr20	-	57613521:57613689	57612246:57612335	57611745:57611815	N/A	NM_001256403,NM_016045	chr20:57611745-57613689
CAS	chr20:+:SPO11:CAS:0	chr20	+	55904831:55905054	55906889:55907002	55908244:55908332	N/A	NM_198265,NM_012444	chr20:55904831-55908332
CAS	chr20:+:SRSF6:CAS:0	chr20	+	42087001:42087149	42087793:42088060	42088411:42088535	N/A	NM_006275,NR_034009	chr20:42087001-42088535
CAS	chr20:+:STX16:CAS:0	chr20	+	57243043:57243183	57244347:57244509	57245568:57245659	N/A	NR_037941,NM_001001433;NR_037941,NM_001134772;NR_037941,NM_001134773;NR_037941,NM_001204868;NR_037941,NM_003763;NR_037942,NM_001001433;NR_037942,NM_001134772;NR_037942,NM_001134773;NR_037942,NM_001204868;NR_037942,NM_003763;NR_037943,NM_001001433;NR_037943,NM_001134772;NR_037943,NM_001134773;NR_037943,NM_001204868;NR_037943,NM_003763	chr20:57243043-57245659
CAS	chr20:+:TGM6:CAS:0	chr20	+	2411092:2411246	2411540:2411673	2413136:2413399	N/A	NM_001254734,NM_198994	chr20:2411092-2413399
CAS	chr20:-:TMEM189:CAS:0	chr20	-	48770054:48770335	48767749:48767852	48760039:48760158	N/A	NM_001162505,NR_027889;NM_199129,NR_027889	chr20:48760039-48770335
CAS	chr20:+:TOX2:CAS:0	chr20	+	42682939:42683166	42693417:42693497	42694352:42694747	N/A	NM_001098798,NM_001098796;NM_001098798,NM_001098797;NM_001098798,NM_032883	chr20:42682939-42694747
CAS	chr20:-:TRMT6:CAS:0	chr20	-	5927052:5927179	5925451:5925560	5924808:5924899	N/A	NM_001281467,NM_015939	chr20:5924808-5927179
CAS	chr20:+:TTPAL:CAS:0	chr20	+	43104526:43104631	43107264:43107287	43108625:43109084	N/A	NM_001039199,NM_024331;NM_001261839,NM_024331	chr20:43104526-43109084
CAS	chr20:-:UQCC1:CAS:0	chr20	-	33934967:33935075	33902491:33902568	33894469:33894582	N/A	NM_199487,NM_001184977;NM_199487,NM_018244	chr20:33894469-33935075
CAS	chr20:-:WFDC10B:CAS:0	chr20	-	44333136:44333200	44314541:44314695	44313290:44313599	N/A	NM_172131,NM_172006	chr20:44313290-44333200
CAS	chr20:+:YWHAB:CAS:0	chr20	+	43514240:43514527	43516289:43516383	43530172:43530474	N/A	NM_139323,NM_003404	chr20:43514240-43530474
CAS	chr20:-:ZBP1:CAS:0	chr20	-	56195318:56195632	56191300:56191524	56190568:56190636	N/A	NM_001160418,NM_001160417;NM_001160418,NM_001160419;NM_001160418,NM_030776	chr20:56190568-56195632
CAS	chr20:+:ZNF341:CAS:0	chr20	+	32328708:32328818	32332909:32333105	32336729:32336878	N/A	NM_001282935,NM_001282933;NM_001282935,NM_032819;NM_001282935,NR_104259	chr20:32328708-32336878
CAS	chr20:+:ZNF341:CAS:1	chr20	+	32357890:32358098	32369097:32369193	32371538:32371670	N/A	NR_104259,NM_001282933;NR_104259,NM_001282935;NR_104259,NM_032819	chr20:32357890-32371670
CAS	chr20:+:ZSWIM3:CAS:0	chr20	+	44486220:44486619	44501310:44501464	44505353:44507769	N/A	NM_080752,NR_037628	chr20:44486220-44507769
CAS	chr21:+:ADARB1:CAS:0	chr21	+	46548317:46548488	46554630:46554747	46591525:46591599	N/A	NM_001112,NR_027673;NM_001160230,NR_027673;NM_015833,NR_027673;NM_015834,NR_027673;NR_027672,NR_027673;NR_027674,NR_027673;NR_073200,NR_027673	chr21:46548317-46591599
CAS	chr21:+:ADARB1:CAS:1	chr21	+	46591525:46591599	46595645:46596579	46600245:46600359	N/A	NR_027672,NM_001112;NR_027672,NM_001160230;NR_027672,NM_015833;NR_027672,NM_015834;NR_027672,NR_027673;NR_027672,NR_027674;NR_027672,NR_073200	chr21:46591525-46600359
CAS	chr21:+:ADARB1:CAS:2	chr21	+	46603277:46603425	46604389:46604508	46604838:46605006	N/A	NM_001112,NM_015833;NM_001112,NM_015834;NM_001112,NR_073200;NM_001160230,NM_015833;NM_001160230,NM_015834;NM_001160230,NR_073200;NR_027672,NM_015833;NR_027672,NM_015834;NR_027672,NR_073200;NR_027673,NM_015833;NR_027673,NM_015834;NR_027673,NR_073200;NR_027674,NM_015833;NR_027674,NM_015834;NR_027674,NR_073200	chr21:46603277-46605006
CAS	chr21:-:APP:CAS:0	chr21	-	27284053:27284274	27277336:27277389	27269885:27269985	N/A	NM_001204301,NM_000484;NM_001204301,NM_001136016;NM_001204301,NM_001136129;NM_001204301,NM_001136130;NM_001204301,NM_001136131;NM_001204301,NM_201413;NM_001204301,NM_201414;NM_001204302,NM_000484;NM_001204302,NM_001136016;NM_001204302,NM_001136129;NM_001204302,NM_001136130;NM_001204302,NM_001136131;NM_001204302,NM_201413;NM_001204302,NM_201414;NM_001204303,NM_000484;NM_001204303,NM_001136016;NM_001204303,NM_001136129;NM_001204303,NM_001136130;NM_001204303,NM_001136131;NM_001204303,NM_201413;NM_001204303,NM_201414	chr21:27269885-27284274
CAS	chr21:-:BTG3:CAS:0	chr21	-	18977178:18977315	18976463:18976594	18970935:18971142	N/A	NM_006806,NM_001130914	chr21:18970935-18977315
CAS	chr21:-:C21orf2:CAS:0	chr21	-	45757532:45757550	45756707:45756803	45755641:45755687	N/A	NM_001271440,NM_001271442;NM_001271441,NM_001271442;NM_004928,NM_001271442	chr21:45755641-45757550
CAS	chr21:+:C21orf33:CAS:0	chr21	+	45557059:45557178	45560132:45560224	45563087:45563243	N/A	NM_198155,NM_004649	chr21:45557059-45563243
CAS	chr21:-:C21orf59:CAS:0	chr21	-	33982148:33982315	33979959:33980026	33976435:33976593	N/A	NR_036552,NM_021254	chr21:33976435-33982315
