##event_type	event_id	chr	strand	e1	e2	e3	e4	alt_transcript_supports	event_coordinate
CAS	chr17:-:PSMD12:CAS:0	chr17	-	65362528:65362721	65353635:65353694	65353419:65353547	N/A	NM_174871,NM_002816	chr17:65353419-65362721
A3SS	chr17:+:PSME3:A3SS:0	chr17	+	40990110:40990222	40990709:40990816	40990748:40990816	N/A	NM_001267045,NM_176863;NM_005789,NM_176863	chr17:40990110-40990816
CAS	chr17:-:PTGES3L:CAS:0	chr17	-	41131395:41131461	41131187:41131285	41123624:41123713	N/A	NM_001142653,NM_001142654;NM_001142653,NM_001261430	chr17:41123624-41131461
CAS	chr17:-:PTGES3L:CAS:1	chr17	-	41132063:41132545	41131567:41131680	41131395:41131461	N/A	NM_001142654,NM_001142653;NM_001142654,NM_001261430	chr17:41131395-41132545
AFE	chr17:-:PTGES3L-AARSD1:AFE:0	chr17	-	41132063:41132545	41131922:41132020	41131567:41131680	N/A	NM_001136042,NM_025267	chr17:41131567-41132545
CAS	chr17:-:PYCR1:CAS:0	chr17	-	79892802:79893023	79892529:79892621	79892202:79892365	N/A	NM_001282279,NM_001282280;NM_001282279,NM_001282281;NM_001282279,NM_006907;NM_001282279,NM_153824	chr17:79892202-79893023
AFE	chr17:-:PYCR1:AFE:0	chr17	-	79895138:79895204	79895056:79895115	79894624:79894737	N/A	NM_001282279,NM_001282281;NM_001282280,NM_001282281	chr17:79894624-79895204
A5SS	chr17:-:RAB34:A5SS:0	chr17	-	27042237:27042294	27042213:27042294	27042050:27042140	N/A	NM_001142624,NM_001144943;NM_001142624,NM_001256276;NM_001142624,NM_001256277;NM_001142624,NM_001256278;NM_001142624,NM_031934;NM_001144942,NM_001144943;NM_001144942,NM_001256276;NM_001144942,NM_001256277;NM_001144942,NM_001256278;NM_001144942,NM_031934	chr17:27042050-27042294
A3SS	chr17:-:RAB34:A3SS:0	chr17	-	27043921:27044012	27043011:27043079	27043011:27043076	N/A	NM_001142624,NM_001142625;NM_001144942,NM_001142625;NM_001144943,NM_001142625;NM_001256277,NM_001142625;NM_031934,NM_001142625	chr17:27043011-27044012
A3SS	chr17:-:RAB34:A3SS:1	chr17	-	27045140:27045286	27044231:27044443	27044231:27044309	N/A	NM_001142624,NM_001256276;NM_001142624,NM_001256277;NM_001142625,NM_001256276;NM_001142625,NM_001256277;NM_001144943,NM_001256276;NM_001144943,NM_001256277	chr17:27044231-27045286
AFE	chr17:+:RAB37:AFE:0	chr17	+	72732959:72733256	72733356:72733504	72736907:72737017	N/A	NM_001163989,NM_001006638	chr17:72732959-72737017
CAS	chr17:+:RABEP1:CAS:0	chr17	+	5185558:5185815	5211989:5212117	5235244:5235447	N/A	NM_001291581,NM_001083585;NM_001291581,NM_001291582;NM_001291581,NM_004703	chr17:5185558-5235447
CAS	chr17:+:RAP1GAP2:CAS:0	chr17	+	2861053:2861088	2865964:2866008	2866724:2866756	N/A	NM_001100398,NM_015085	chr17:2861053-2866756
AFE	chr17:+:RARA:AFE:0	chr17	+	38465423:38465538	38474473:38474700	38487109:38487648	N/A	NM_000964,NM_001145301;NM_000964,NM_001145302	chr17:38465423-38487648
AFE	chr17:-:RDM1:AFE:0	chr17	-	34257636:34257780	34257080:34257303	34252519:34252641	N/A	NR_027996,NM_001163122;NR_027996,NM_001163124;NR_027996,NM_001163125;NR_027996,NM_001163130;NR_027996,NR_027999;NR_027996,NR_028000	chr17:34252519-34257780
ALE	chr17:-:RDM1:ALE:0	chr17	-	34252519:34252641	34249482:34249679	34245085:34245447	N/A	NM_001163120,NM_001163125;NM_001163124,NM_001163125	chr17:34245085-34252641
AFE	chr17:-:RFFL:AFE:0	chr17	-	33416124:33416348	33390595:33390759	33353393:33353580	N/A	NR_037713,NM_001017368	chr17:33353393-33416348
A5SS	chr17:+:RGS9:A5SS:0	chr17	+	63173850:63173912	63173850:63173921	63185404:63185433	N/A	NM_001081955,NM_003835;NM_001165933,NM_003835	chr17:63173850-63185433
A3SS	chr17:-:RHBDF2:A3SS:0	chr17	-	74477457:74477627	74475815:74476023	74475815:74475936	N/A	NM_001005498,NM_024599	chr17:74475815-74477627
A3SS	chr17:+:RHOT1:A3SS:0	chr17	+	30469473:30469748	30498062:30498120	30498066:30498120	N/A	NM_001288755,NM_001033566;NM_001288755,NM_001033567;NM_001288755,NM_001033568;NM_001288755,NM_001288754;NM_001288755,NM_001288758;NM_001288755,NM_018307;NM_001288755,NR_110083	chr17:30469473-30498120
ALE	chr17:+:RPAIN:ALE:0	chr17	+	5329556:5329619	5331391:5332985	5335862:5336340	N/A	NM_001160244,NM_001160243;NM_001160244,NR_027679;NR_027684,NM_001160243;NR_027684,NR_027679	chr17:5329556-5336340
CAS	chr17:-:RPH3AL:CAS:0	chr17	-	169211:169340	131559:131645	96902:97076	N/A	NM_001190412,NM_001190411;NM_001190412,NM_006987;NM_001190413,NM_001190411;NM_001190413,NM_006987	chr17:96902-169340
CAS	chr17:-:RPH3AL:CAS:1	chr17	-	202503:202633	183550:183725	177258:177370	N/A	NM_001190411,NM_001190412;NM_001190411,NM_006987;NM_001190413,NM_001190412;NM_001190413,NM_006987	chr17:177258-202633
CAS	chr17:+:RPS6KB1:CAS:0	chr17	+	57970407:57970686	57971157:57971285	57987923:57987972	N/A	NM_001272042,NM_001272044;NM_001272043,NM_001272044;NM_001272060,NM_001272044;NM_003161,NM_001272044	chr17:57970407-57987972
CAS	chr17:+:RPS6KB1:CAS:1	chr17	+	57990045:57990165	57991996:57992064	58003796:58003943	N/A	NM_001272042,NM_001272043;NM_001272042,NM_001272044;NM_001272042,NM_001272060;NM_001272042,NM_003161	chr17:57990045-58003943
A3SS	chr17:+:RUNDC3A:A3SS:0	chr17	+	42389948:42390063	42390472:42390620	42390487:42390620	N/A	NM_001144826,NM_001144825;NM_001144826,NM_006695	chr17:42389948-42390620
ALE	chr17:+:RUNDC3A:ALE:0	chr17	+	42393987:42394093	42394853:42395238	42395464:42396038	N/A	NM_001144825,NM_001144826;NM_001144825,NM_006695	chr17:42393987-42396038
CAS	chr17:-:SAMD14:CAS:0	chr17	-	48192928:48193087	48191721:48191804	48191551:48191670	N/A	NM_001257359,NM_174920	chr17:48191551-48193087
A3SS	chr17:-:SCARF1:A3SS:0	chr17	-	1540235:1540356	1540003:1540149	1540003:1540112	N/A	NM_145350,NM_003693;NM_145350,NR_028075;NM_145350,NR_102409	chr17:1540003-1540356
A3SS	chr17:-:SCARF1:A3SS:1	chr17	-	1543742:1543960	1543206:1543334	1543206:1543264	N/A	NR_028075,NM_003693;NR_028075,NM_145350;NR_028075,NR_102409	chr17:1543206-1543960
A5SS	chr17:-:SCIMP:A5SS:0	chr17	-	5126649:5126751	5126628:5126751	5124582:5124645	N/A	NM_001271842,NM_207103	chr17:5124582-5126751
A3SS	chr17:+:SEC14L1:A3SS:0	chr17	+	75137005:75137189	75138728:75138832	75138732:75138832	N/A	NM_001143999,NM_001039573;NM_001143999,NM_001143998	chr17:75137005-75138832
A5SS	chr17:-:SEPT4:A5SS:0	chr17	-	56602439:56602562	56602429:56602562	56599097:56599462	N/A	NM_080415,NR_104197	chr17:56599097-56602562
AFE	chr17:-:SEPT4:AFE:0	chr17	-	56606476:56606828	56605187:56605408	56604043:56604339	N/A	NM_004574,NM_001256822;NR_104196,NM_001256822	chr17:56604043-56606828
AFE	chr17:-:SEPT4:AFE:1	chr17	-	56609322:56609445	56605187:56605408	56604043:56604339	N/A	NM_080415,NM_001256822;NM_080416,NM_001256822;NR_104197,NM_001256822	chr17:56604043-56609445
AFE	chr17:-:SEPT4:AFE:2	chr17	-	56609322:56609445	56606476:56606828	56604043:56604339	N/A	NM_080415,NM_004574;NM_080415,NR_104196;NM_080416,NM_004574;NM_080416,NR_104196;NR_104197,NM_004574;NR_104197,NR_104196	chr17:56604043-56609445
AFE	chr17:-:SEPT4:AFE:3	chr17	-	56618027:56618179	56605187:56605408	56604043:56604339	N/A	NM_001198713,NM_001256822	chr17:56604043-56618179
AFE	chr17:-:SEPT4:AFE:4	chr17	-	56618027:56618179	56606476:56606828	56604043:56604339	N/A	NM_001198713,NM_004574;NM_001198713,NR_104196	chr17:56604043-56618179
AFE	chr17:-:SEPT4:AFE:5	chr17	-	56618027:56618179	56609322:56609445	56604043:56604339	N/A	NM_001198713,NM_080415;NM_001198713,NM_080416;NM_001198713,NR_104197	chr17:56604043-56618179
AFE	chr17:+:SEPT9:AFE:0	chr17	+	75277492:75277636	75283973:75284292	75303223:75303279	N/A	NM_001113491,NM_001113492	chr17:75277492-75303279
AFE	chr17:+:SEPT9:AFE:1	chr17	+	75277492:75277636	75315597:75316430	75398141:75398785	N/A	NM_001293695,NM_006640	chr17:75277492-75398785
AFE	chr17:+:SEPT9:AFE:2	chr17	+	75277492:75277636	75369272:75369634	75398141:75398785	N/A	NM_001293695,NM_001113493	chr17:75277492-75398785
AFE	chr17:+:SEPT9:AFE:3	chr17	+	75277492:75277636	75372165:75372480	75398141:75398785	N/A	NM_001293695,NM_001113494	chr17:75277492-75398785
AFE	chr17:+:SEPT9:AFE:4	chr17	+	75315597:75316430	75369272:75369634	75398141:75398785	N/A	NM_006640,NM_001113493	chr17:75315597-75398785
AFE	chr17:+:SEPT9:AFE:5	chr17	+	75315597:75316430	75372165:75372480	75398141:75398785	N/A	NM_006640,NM_001113494	chr17:75315597-75398785
AFE	chr17:+:SEPT9:AFE:6	chr17	+	75369272:75369634	75372165:75372480	75398141:75398785	N/A	NM_001113493,NM_001113494	chr17:75369272-75398785
AFE	chr17:+:SEPT9:AFE:7	chr17	+	75401151:75401222	75446613:75446868	75478226:75478417	N/A	NM_001293696,NM_001113496	chr17:75401151-75478417
AFE	chr17:+:SEPT9:AFE:8	chr17	+	75401151:75401222	75447326:75447610	75478226:75478417	N/A	NM_001293696,NM_001293697	chr17:75401151-75478417
AFE	chr17:+:SEPT9:AFE:9	chr17	+	75401151:75401222	75450075:75450445	75478226:75478417	N/A	NM_001293696,NM_001293698	chr17:75401151-75478417
AFE	chr17:+:SEPT9:AFE:10	chr17	+	75401151:75401222	75471325:75471985	75478226:75478417	N/A	NM_001293696,NM_001113495	chr17:75401151-75478417
AFE	chr17:+:SEPT9:AFE:11	chr17	+	75446613:75446868	75447326:75447610	75478226:75478417	N/A	NM_001113496,NM_001293697	chr17:75446613-75478417
AFE	chr17:+:SEPT9:AFE:12	chr17	+	75446613:75446868	75450075:75450445	75478226:75478417	N/A	NM_001113496,NM_001293698	chr17:75446613-75478417
AFE	chr17:+:SEPT9:AFE:13	chr17	+	75446613:75446868	75471325:75471985	75478226:75478417	N/A	NM_001113496,NM_001113495	chr17:75446613-75478417
AFE	chr17:+:SEPT9:AFE:14	chr17	+	75447326:75447610	75450075:75450445	75478226:75478417	N/A	NM_001293697,NM_001293698	chr17:75447326-75478417
AFE	chr17:+:SEPT9:AFE:15	chr17	+	75447326:75447610	75471325:75471985	75478226:75478417	N/A	NM_001293697,NM_001113495	chr17:75447326-75478417
AFE	chr17:+:SEPT9:AFE:16	chr17	+	75450075:75450445	75471325:75471985	75478226:75478417	N/A	NM_001293698,NM_001113495	chr17:75450075-75478417
AFE	chr17:+:SERPINF2:AFE:0	chr17	+	1646130:1646202	1646320:1646370	1648286:1648352	N/A	NM_000934,NM_001165920;NM_001165921,NM_001165920	chr17:1646130-1648352
AFE	chr17:-:SEZ6:AFE:0	chr17	-	27333374:27333458	27332833:27333081	27308389:27309057	N/A	NM_001290202,NM_001098635;NM_001290202,NM_178860	chr17:27308389-27333458
CAS	chr17:+:SGSM2:CAS:0	chr17	+	2268509:2268635	2270565:2270699	2274556:2274709	N/A	NM_001098509,NM_014853	chr17:2268509-2274709
A3SS	chr17:+:SHBG:A3SS:0	chr17	+	7534518:7534679	7534907:7535066	7534961:7535066	N/A	NM_001146279,NM_001040;NM_001146279,NM_001146280;NM_001146279,NM_001146281;NM_001146279,NM_001289113;NM_001146279,NM_001289114;NM_001146279,NM_001289115	chr17:7534518-7535066
AFE	chr17:+:SHBG:AFE:0	chr17	+	7531287:7531469	7533412:7533601	7533734:7533825	N/A	NM_001289113,NM_001040;NM_001289113,NM_001146279;NM_001289113,NM_001146280;NM_001289113,NM_001146281;NM_001289113,NM_001289116;NM_001289115,NM_001040;NM_001289115,NM_001146279;NM_001289115,NM_001146280;NM_001289115,NM_001146281;NM_001289115,NM_001289116	chr17:7531287-7533825
CAS	chr17:-:SHMT1:CAS:0	chr17	-	18243357:18243569	18238873:18238989	18236480:18236602	N/A	NM_148918,NM_001281786;NM_148918,NM_004169	chr17:18236480-18243569
CAS	chr17:-:SHMT1:CAS:1	chr17	-	18256986:18257131	18251639:18251754	18250810:18250970	N/A	NM_001281786,NM_004169;NM_001281786,NM_148918	chr17:18250810-18257131
CAS	chr17:-:SKA2:CAS:0	chr17	-	57208642:57208728	57196680:57196856	57187308:57189706	N/A	NM_001100595,NM_182620	chr17:57187308-57208728
A3SS	chr17:-:SKAP1:A3SS:0	chr17	-	46247971:46248021	46239831:46239931	46239831:46239928	N/A	NM_001075099,NM_003726	chr17:46239831-46248021
CAS	chr17:+:SLC13A2:CAS:0	chr17	+	26800664:26800832	26814428:26814568	26816232:26816360	N/A	NM_001145975,NR_027384;NM_003984,NR_027384	chr17:26800664-26816360
A3SS	chr17:+:SLC13A2:A3SS:0	chr17	+	26816232:26816360	26817325:26817608	26817472:26817608	N/A	NM_003984,NM_001145975;NR_027384,NM_001145975	chr17:26816232-26817608
CAS	chr17:-:SLC13A5:CAS:0	chr17	-	6594098:6594259	6590848:6590985	6588032:6589657	N/A	NM_001143838,NM_001284509;NM_001143838,NM_001284510;NM_001143838,NM_177550	chr17:6588032-6594259
CAS	chr17:-:SLC13A5:CAS:1	chr17	-	6616551:6616740	6610347:6610475	6609961:6610097	N/A	NM_001284510,NM_001143838;NM_001284510,NM_001284509;NM_001284510,NM_177550	chr17:6609961-6616740
A3SS	chr17:-:SLC13A5:A3SS:0	chr17	-	6609961:6610097	6607197:6607375	6607197:6607324	N/A	NM_001284509,NM_001143838;NM_001284509,NM_001284510;NM_001284509,NM_177550	chr17:6607197-6610097
AFE	chr17:+:SLC16A3:AFE:0	chr17	+	80186282:80186405	80186887:80186982	80193859:80194107	N/A	NM_001042422,NM_004207	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:1	chr17	+	80186282:80186405	80190108:80190235	80193859:80194107	N/A	NM_001042422,NM_001042423	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:2	chr17	+	80186282:80186405	80192775:80192876	80193859:80194107	N/A	NM_001042422,NM_001206951	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:3	chr17	+	80186282:80186405	80193650:80193718	80193859:80194107	N/A	NM_001042422,NM_001206952	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:4	chr17	+	80186282:80186421	80186887:80186982	80193859:80194107	N/A	NM_001206950,NM_004207	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:5	chr17	+	80186282:80186421	80190108:80190235	80193859:80194107	N/A	NM_001206950,NM_001042423	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:6	chr17	+	80186282:80186421	80192775:80192876	80193859:80194107	N/A	NM_001206950,NM_001206951	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:7	chr17	+	80186282:80186421	80193650:80193718	80193859:80194107	N/A	NM_001206950,NM_001206952	chr17:80186282-80194107
AFE	chr17:+:SLC16A3:AFE:8	chr17	+	80186887:80186982	80190108:80190235	80193859:80194107	N/A	NM_004207,NM_001042423	chr17:80186887-80194107
AFE	chr17:+:SLC16A3:AFE:9	chr17	+	80186887:80186982	80192775:80192876	80193859:80194107	N/A	NM_004207,NM_001206951	chr17:80186887-80194107
AFE	chr17:+:SLC16A3:AFE:10	chr17	+	80186887:80186982	80193650:80193718	80193859:80194107	N/A	NM_004207,NM_001206952	chr17:80186887-80194107
AFE	chr17:+:SLC16A3:AFE:11	chr17	+	80190108:80190235	80192775:80192876	80193859:80194107	N/A	NM_001042423,NM_001206951	chr17:80190108-80194107
AFE	chr17:+:SLC16A3:AFE:12	chr17	+	80190108:80190235	80193650:80193718	80193859:80194107	N/A	NM_001042423,NM_001206952	chr17:80190108-80194107
AFE	chr17:+:SLC16A3:AFE:13	chr17	+	80192775:80192876	80193650:80193718	80193859:80194107	N/A	NM_001206951,NM_001206952	chr17:80192775-80194107
AFE	chr17:+:SLC16A5:AFE:0	chr17	+	73083822:73083991	73084036:73084139	73085246:73085399	N/A	NM_001271765,NM_004695	chr17:73083822-73085399
CAS	chr17:-:SLC16A6:CAS:0	chr17	-	66287227:66287405	66279138:66279264	66274230:66274468	N/A	NM_004694,NM_001174166	chr17:66274230-66287405
A3SS	chr17:+:SLC25A10:A3SS:0	chr17	+	79684032:79684102	79684429:79684521	79684512:79684521	N/A	NM_001270953,NM_001270888;NM_001270953,NM_012140	chr17:79684032-79684521
A3SS	chr17:+:SLC25A10:A3SS:1	chr17	+	79684429:79684521	79684787:79684891	79684814:79684891	N/A	NM_012140,NM_001270888	chr17:79684429-79684891
A3SS	chr17:-:SLC25A39:A3SS:0	chr17	-	42400176:42400220	42399787:42399920	42399787:42399896	N/A	NM_016016,NM_001143780	chr17:42399787-42400220
A3SS	chr17:+:SLC26A11:A3SS:0	chr17	+	78194200:78194295	78194715:78194914	78194718:78194914	N/A	NM_173626,NM_001166347	chr17:78194200-78194914
A3SS	chr17:+:SLC26A11:A3SS:1	chr17	+	78194200:78194295	78195217:78195593	78195347:78195593	N/A	NM_001166349,NM_001166348	chr17:78194200-78195593
A3SS	chr17:-:SLC35B1:A3SS:0	chr17	-	47784327:47784430	47783566:47783696	47783566:47783671	N/A	NM_001278784,NM_005827	chr17:47783566-47784430
A5SS	chr17:-:SLC39A11:A5SS:0	chr17	-	70943891:70944014	70943870:70944014	70845773:70845943	N/A	NM_139177,NM_001159770	chr17:70845773-70944014
CAS	chr17:-:SLC43A2:CAS:0	chr17	-	1494096:1494242	1490243:1490254	1489207:1489345	N/A	NM_001284499,NM_001284498;NM_152346,NM_001284498	chr17:1489207-1494242
AFE	chr17:-:SLC43A2:AFE:0	chr17	-	1532088:1532180	1531375:1531669	1531009:1531214	N/A	NM_152346,NM_001284498	chr17:1531009-1532180
CAS	chr17:-:SLC46A1:CAS:0	chr17	-	26731634:26732486	26729256:26729339	26727723:26727783	N/A	NM_001242366,NM_080669	chr17:26727723-26732486
CAS	chr17:-:SLC47A2:CAS:0	chr17	-	19608749:19608816	19607966:19608007	19607383:19607491	N/A	NM_001099646,NM_001256663;NM_152908,NM_001256663	chr17:19607383-19608816
A3SS	chr17:-:SLC47A2:A3SS:0	chr17	-	19612029:19612073	19611615:19611820	19611615:19611712	N/A	NM_001099646,NM_152908;NM_001256663,NM_152908	chr17:19611615-19612073
A3SS	chr17:-:SLC52A1:A3SS:0	chr17	-	4938156:4938727	4937772:4938042	4937772:4938008	N/A	NM_017986,NM_001104577	chr17:4937772-4938727
CAS	chr17:+:SLC5A10:CAS:0	chr17	+	18872365:18872470	18872655:18872735	18874326:18874531	N/A	NM_001270648,NM_001042450;NM_001270648,NM_001270649;NM_001270648,NM_152351;NM_001282417,NM_001042450;NM_001282417,NM_001270649;NM_001282417,NM_152351	chr17:18872365-18874531
CAS	chr17:+:SLC5A10:CAS:1	chr17	+	18918362:18918512	18920597:18920707	18922736:18922904	N/A	NM_001042450,NM_001282417;NM_001270648,NM_001282417;NM_001270649,NM_001282417;NM_152351,NM_001282417	chr17:18918362-18922904
A3SS	chr17:+:SLC5A10:A3SS:0	chr17	+	18880167:18880302	18916675:18916830	18916723:18916830	N/A	NM_001042450,NM_001282417;NM_001042450,NM_152351;NM_001270648,NM_001282417;NM_001270648,NM_152351	chr17:18880167-18916830
AFE	chr17:+:SLC5A10:AFE:0	chr17	+	18853989:18854171	18855478:18855629	18861995:18862066	N/A	NM_001282417,NM_001042450;NM_001282417,NM_001270648;NM_001282417,NM_001270649;NM_001282417,NM_152351	chr17:18853989-18862066
A5SS	chr17:-:SLFN11:A5SS:0	chr17	-	33694622:33694719	33694560:33694719	33693966:33694082	N/A	NM_001104590,NM_001104587	chr17:33693966-33694719
A3SS	chr17:-:SLFN11:A3SS:0	chr17	-	33694622:33694719	33693966:33694082	33693966:33694062	N/A	NM_001104588,NM_001104590	chr17:33693966-33694719
AFE	chr17:-:SLFN12:AFE:0	chr17	-	33759924:33760195	33759207:33759543	33749009:33750087	N/A	NM_001289009,NM_018042	chr17:33749009-33760195
AFE	chr17:+:SMTNL2:AFE:0	chr17	+	4487276:4487393	4487834:4488299	4495656:4495743	N/A	NM_198501,NM_001114974	chr17:4487276-4495743
A5SS	chr17:+:SNHG16:A5SS:0	chr17	+	74557370:74557480	74557370:74557484	74559201:74561430	N/A	NR_038109,NR_038108;NR_038109,NR_038110;NR_038111,NR_038108;NR_038111,NR_038110	chr17:74557370-74561430
AFE	chr17:-:SP6:AFE:0	chr17	-	45933020:45933240	45928285:45928516	45922280:45925852	N/A	NM_199262,NM_001258248	chr17:45922280-45933240
CAS	chr17:-:SPAG9:CAS:0	chr17	-	49054469:49054582	49053224:49053262	49052132:49052308	N/A	NM_001130527,NM_001251971;NM_001130528,NM_001251971;NM_003971,NM_001251971	chr17:49052132-49054582
CAS	chr17:-:SPAG9:CAS:1	chr17	-	49077022:49077078	49076837:49076848	49075805:49075978	N/A	NM_001130528,NM_001130527;NM_001251971,NM_001130527;NM_003971,NM_001130527	chr17:49075805-49077078
CAS	chr17:-:SPAG9:CAS:2	chr17	-	49118862:49119012	49109042:49109083	49098519:49098726	N/A	NM_001130527,NM_001130528;NM_001251971,NM_001130528;NM_003971,NM_001130528	chr17:49098519-49119012
A3SS	chr17:+:SPATA20:A3SS:0	chr17	+	48624450:48624646	48625026:48625128	48625081:48625128	N/A	NM_022827,NM_001258373	chr17:48624450-48625128
CAS	chr17:-:SPATA22:CAS:0	chr17	-	3349766:3349895	3346468:3346565	3343306:3343632	N/A	NM_001170699,NM_001170695;NM_001170699,NM_001170696;NM_001170699,NM_001170697;NM_001170699,NM_001170698;NM_001170699,NM_032598	chr17:3343306-3349895
CAS	chr17:-:SPATA22:CAS:1	chr17	-	3372577:3372692	3370720:3370848	3366001:3366061	N/A	NM_001170696,NM_001170695;NM_001170696,NM_001170697;NM_001170696,NM_001170698;NM_001170696,NM_001170699;NM_001170696,NM_032598	chr17:3366001-3372692
A5SS	chr17:+:SPECC1:A5SS:0	chr17	+	20135513:20135718	20135513:20135727	20140173:20142743	N/A	NM_001033554,NM_001243438;NM_152904,NM_001243438	chr17:20135513-20142743
AFE	chr17:+:SPECC1:AFE:0	chr17	+	19912649:19912737	19990335:19990364	19999944:20000111	N/A	NM_001243439,NM_001033553;NM_001243439,NM_152904	chr17:19912649-20000111
A3SS	chr17:+:SPHK1:A3SS:0	chr17	+	74381532:74381735	74382024:74382218	74382066:74382218	N/A	NM_001142601,NM_021972;NM_182965,NM_021972	chr17:74381532-74382218
CAS	chr17:-:SREBF1:CAS:0	chr17	-	17740041:17740325	17726832:17726921	17723404:17723835	N/A	NM_004176,NM_001005291	chr17:17723404-17740325
CAS	chr17:-:ST6GALNAC1:CAS:0	chr17	-	74622733:74622871	74622371:74622474	74622088:74622177	N/A	NR_110309,NM_001289107;NR_110309,NM_018414	chr17:74622088-74622871
CAS	chr17:-:ST6GALNAC1:CAS:1	chr17	-	74639590:74639920	74633682:74633818	74625094:74625793	N/A	NM_018414,NM_001289107;NR_110309,NM_001289107	chr17:74625094-74639920
A5SS	chr17:+:STARD3:A5SS:0	chr17	+	37814028:37814092	37814028:37814105	37814226:37814279	N/A	NM_001165937,NM_006804	chr17:37814028-37814279
A3SS	chr17:+:STARD3:A3SS:0	chr17	+	37814658:37814775	37814962:37815073	37814975:37815073	N/A	NM_001165938,NM_001165937;NM_006804,NM_001165937	chr17:37814658-37815073
A5SS	chr17:-:STAT3:A5SS:0	chr17	-	40474303:40474512	40474300:40474512	40469200:40469242	N/A	NM_003150,NM_139276;NM_003150,NM_213662	chr17:40469200-40474512
A3SS	chr17:-:STAT3:A3SS:0	chr17	-	40469200:40469242	40468807:40468919	40468807:40468869	N/A	NM_213662,NM_003150;NM_213662,NM_139276	chr17:40468807-40469242
A3SS	chr17:-:STAT3:A3SS:1	chr17	-	40540297:40540513	40500407:40500557	40500407:40500535	N/A	NM_003150,NM_139276	chr17:40500407-40540513
CAS	chr17:+:STAT5A:CAS:0	chr17	+	40441884:40442040	40443990:40444079	40447637:40447811	N/A	NM_001288719,NM_001288718;NM_001288719,NM_001288720;NM_001288719,NM_003152	chr17:40441884-40447811
CAS	chr17:+:STAT5A:CAS:1	chr17	+	40456548:40456670	40457628:40457720	40458259:40458465	N/A	NM_001288720,NM_001288718;NM_001288720,NM_001288719;NM_001288720,NM_003152	chr17:40456548-40458465
A5SS	chr17:-:STRA13:A5SS:0	chr17	-	79977184:79977257	79977169:79977257	79976579:79977095	N/A	NM_001271007,NM_001271006;NM_001271007,NM_144998	chr17:79976579-79977257
A5SS	chr17:-:STRADA:A5SS:0	chr17	-	61781792:61781942	61781701:61781942	61781365:61781407	N/A	NM_001165969,NM_001003786;NM_001165969,NM_001003787;NM_001165969,NM_001003788;NM_001165970,NM_001003786;NM_001165970,NM_001003787;NM_001165970,NM_001003788	chr17:61781365-61781942
